,A,B,C,Radius ratio,Edge ratio,Circumradius to half perimeter,Aspect ratio,Circumradius to edge,longest,areas,min_angle,max_angle
10,1632,1654,1646,1.4622544592239584,2.0419172960797423,1.1344891523846254,1.6767969105797667,1.0069591616372697,0.006505491760366776,8.186204744156473,0.5079089208964596,1.6884317091050458
11,1144,1166,669,1.6718612549162686,1.7848392169006253,1.2354373084055374,1.824318823946744,1.0582026923182053,0.005441465024513165,5.080078111516842,0.5579622921607645,1.9040025125341573
12,1202,1440,305,1.3298419095712928,1.6793062125749523,1.114701429307012,1.5280615706475775,1.0049131516935566,0.007045576051835651,10.701716159445537,0.6342488436695382,1.6697217511144413
13,1071,1090,1,1.0609228824063215,1.2772671751040505,1.0216179507073602,1.1901444738277256,1.029327321542287,0.006758716752476019,14.13139671499015,0.8642595340910092,1.3315137773976442
14,1555,1570,1584,1.0444890861225429,1.265866564707591,1.0149366470314274,1.152186362407136,1.046768256792451,0.00546444555206656,9.767251732023077,0.8551627667038751,1.2707448947481754
15,1184,1174,404,3.4191466195328197,4.362962336404702,1.4107525641092715,3.464262854045961,1.1396624934973147,0.011427200971370895,11.127192380301631,0.2024950133385259,2.071067005081498
16,65,432,12,1.7282207948720223,2.86787083779846,1.1244016610938972,1.9841381885061709,1.0057653715033747,0.008078148532993185,10.750242183981557,0.35404198940839554,1.4636720297526302
17,1032,1085,574,1.6150650788830132,2.054446881324446,1.1926083558742495,1.8070583818460297,1.032017855559602,0.009886612524666882,17.10422899788416,0.4911586237236854,1.8205413076636219
18,1789,2207,2223,1.3737114146792078,2.086130527134813,1.0888070366514977,1.5820346926678044,1.002648878345982,0.004945095594606845,5.201428449426902,0.4984787802523129,1.4980908331664131
19,1154,1118,1184,1.3690951267742946,1.98554357174422,1.1013760907042838,1.5806783995507194,1.000136954125539,0.0070290469952689885,10.372047590639635,0.5277276691565372,1.5873455562032417
20,1141,1086,1154,3.5996734689450354,3.206299260608181,1.607943098018042,3.220959073020378,1.290468086787157,0.010292358599077277,9.645228047625872,0.2441013693938863,2.255015822395537
21,99,1117,342,8.715210415007267,3.8089235380410216,2.3804570866786903,5.407574932804585,1.8609928264235915,0.006679714358862949,2.3571589776996165,0.14154817095252215,2.574303760893672
22,404,1174,419,2.430643794325254,3.286127602838494,1.3036642146935933,2.602042687833785,1.078639374764494,0.011427200971370895,15.172848958431555,0.2860068338334683,1.9550087836990564
23,489,2000,1998,1.0613518976395695,1.3372113588830927,1.0188451061682082,1.1683512403025145,1.0489513472822847,0.006436203954032212,13.339042260778118,0.7936623591115918,1.2640896563939095
24,1118,1174,1184,1.7187530406516118,2.683725207774842,1.1523453720177503,1.9753259213833672,1.0047177733543324,0.0070290469952689885,7.969055464126572,0.3799421282450107,1.6677427026754497
25,1196,403,136,1.1669966532006244,1.5086948628008656,1.0575893535677579,1.3436222559692246,1.0029096033136942,0.009037336087658797,21.063944076255265,0.7220194931099356,1.4946049104884003
26,1495,717,1490,1.2799052514808242,1.543694284265625,1.1016643629348717,1.4740798868500047,1.0025964645087948,0.00720487261997741,11.711155751261524,0.70248854401232,1.6427804765086753
27,1804,402,1207,1.0137208515156129,1.1388603950814047,1.0046670567385168,1.0804368213183357,1.0833988530519238,0.010564690232529301,40.70724056716242,0.9449673820908014,1.175860089767089
28,2272,1398,891,1.1651142683183295,1.6204732077095316,1.0426110708630631,1.2942826754590002,1.039462320256593,0.00512252849339074,7.386136714041547,0.6356191556655785,1.2943660784389357
29,1100,1002,804,1.0519456798027955,1.305250689991074,1.0162538130317116,1.1541171542575428,1.052477418200612,0.004560381283730567,6.819527841701446,0.8153070221840706,1.253681838134597
30,1596,1595,2381,1.208096534773846,1.6866103995961046,1.061317657239246,1.3877566400530728,1.0052120659023607,0.0062004438659986226,9.588172634134361,0.6308494411824793,1.4689186736283353
31,208,420,1207,2.2704999291013137,1.7888867359465874,1.4262665725644104,2.227323427057586,1.1770843240250974,0.00935510897256681,11.849842664818794,0.49485960510151283,2.126448109769485
32,402,208,1207,1.2569922708264132,1.8114551052844896,1.0702870193766851,1.4454402679412268,1.0041574764823382,0.010564690232529301,26.473188327423827,0.5820730488927081,1.4797675010689533
33,1455,1935,1925,1.6459962903589125,2.427867493486667,1.1592531657310505,1.8804495258324965,1.010733219125494,0.00582702469413851,5.752830534363979,0.4197259399699958,1.716659883634626
34,1176,1059,238,1.0409432495560145,1.2572961909636249,1.0136163481672291,1.143437788802687,1.0511964380180132,0.006144952022741918,12.514860747719904,0.8581300665867598,1.2574161621087987
35,1150,1040,348,1.077077490823975,1.3872230898699787,1.0226995127914258,1.1869539666124425,1.0478097664394965,0.00756426841003147,18.04785837020112,0.7586919988763364,1.267548693007594
36,1957,1537,2051,1.048250583299907,1.2854700569123552,1.0157917825269434,1.1555981881017308,1.0474363194365017,0.00452225741671126,6.668343086973044,0.8370857984308273,1.2686902333531722
37,1124,1189,939,1.2952995768336029,1.9047939331973318,1.076679952750028,1.490300929205885,1.0036114783402577,0.007445801234373639,12.671242230955393,0.5504865944847471,1.4859359384925137
38,1804,1207,1823,1.5022619508877633,1.8751152621174676,1.1673089430707941,1.6966937332101637,1.0223781991548728,0.009276545464357945,16.232528043603352,0.5487573855241809,1.7804088085637761
39,1381,1300,1109,2.2350847971069125,3.8109860500720014,1.179274772490809,2.574242471159153,1.0025681914029263,0.009219114004913927,10.256971029123516,0.26481126403172395,1.6423883247021804
40,383,384,1182,1.1615489855697463,1.615588533694371,1.0444573085265791,1.3127433768269137,1.0217086314563852,0.0058030825954745804,9.169915477497941,0.6507936205851568,1.3642869999985792
41,1085,1086,1141,2.1692154229515803,2.980300521462075,1.2664398264298597,2.3643986012796323,1.0593789961587485,0.012285593007934133,19.513251785100646,0.3222795273148912,1.9071959202848088
42,1040,1046,132,1.6512452373436861,1.8430118384373169,1.2246235453224243,1.8129704156595075,1.0516960167071057,0.0096123720263887,15.99371466794779,0.5420802743158356,1.885639043755333
43,220,1495,1188,1.1973605848677882,1.5230240026454167,1.0696362290620864,1.3820221688402579,1.0004129768346273,0.00757134415263895,14.176384138607906,0.7159274241135314,1.5420618610853378
44,420,261,1207,1.1328528199003292,1.53820796404224,1.035544042497709,1.2525883559363897,1.0443221468919617,0.008420525139318808,20.860619062122435,0.6719533906209438,1.2784105551828002
45,261,420,1065,1.0737004494578544,1.3395871440222116,1.0251471864539066,1.207718712441213,1.0265656019694882,0.008167845747919095,20.213477651724446,0.8142058139199257,1.3428028030932257
46,1055,1133,1101,6.846113350855692,2.4567814696085524,2.368404189849299,4.251662939250555,1.8593220782059252,0.011451359189842926,8.84800476710996,0.2207040774846901,2.5737311264233096
47,1054,421,403,1.8053480401792457,2.8234818844341447,1.1656885101763834,2.0684047793735925,1.0078473878735792,0.008761100877475388,11.724258449545497,0.35908200780169997,1.6956675506671717
48,182,1109,2,1.134505938075297,1.5472910102605701,1.0378326132222662,1.2749835896366952,1.027475669599238,0.006198508562299477,10.901979072697587,0.6802770268838972,1.3390163398717054
49,1181,1207,320,1.1145006878912955,1.3535850206474476,1.041557555546811,1.2759320235396248,1.0086074497621222,0.006896636182444308,13.190986880909588,0.8219490551273948,1.440058729193769
50,545,1570,1561,1.3835106385754306,1.7413694768580694,1.131785221081587,1.5823133638531628,1.009623324754225,0.007826495962843141,12.619114680707089,0.6050303587164982,1.7089757723218022
51,35,342,432,1.6571715963468998,2.169068215782176,1.1956179067974768,1.8545735296571393,1.0317935114938965,0.008834603761906923,13.271553800944128,0.4632092060135555,1.8196874421161584
52,1024,574,1141,1.769796817248368,2.4059255525076035,1.2080379746322987,1.9753904826803492,1.0345222150335034,0.01034816956970652,16.963858692912773,0.4134493844479109,1.8298618254627206
53,432,342,12,2.5293046753659407,3.036618721839272,1.3643828275879013,2.603610731794786,1.1217458257889872,0.008553473451376343,8.442255338803843,0.2979618062707918,2.0410187200545336
54,1489,1081,1547,1.1224413570958565,1.4191584271455713,1.0429431605955681,1.284816659042555,1.008769329239212,0.005528038278756756,8.406659332255295,0.7733235958358117,1.438843904459817
55,1181,320,1805,1.0776933932674801,1.3181835124885923,1.0275658291252316,1.2184782572566624,1.0212846507540072,0.007064696782297171,14.876395495874352,0.8372567134179197,1.3662780987760885
56,1516,1683,1507,1.0994298985311048,1.4450178137839116,1.0275682803388695,1.2039706931098109,1.0544378721254506,0.005270295286177047,8.650786297712477,0.7159111346969926,1.2480647433718297
57,357,1117,1047,2.612255380655954,1.8271254980134002,1.523239999412492,2.426697570594244,1.2429948960178359,0.00934512899389301,10.731174347676719,0.45594812401062457,2.2067451177364195
58,1561,1570,1555,1.0220630827204262,1.1854203139782185,1.0073244969769453,1.0996105167170263,1.073268010748337,0.004861101834532987,8.366824096392591,0.9043029332801528,1.1991582014275888
59,1090,1196,1206,1.0276499524613665,1.1698502285252756,1.009771097898154,1.1231341031337152,1.0565327417818402,0.007499947614390382,19.148561994625176,0.9425701276425383,1.242187416086911
60,1047,1203,1051,3.188827938911932,1.980877225368126,1.6700173782616503,2.7357066115481077,1.3459562229067839,0.008690794391406352,8.131125617710188,0.384471520195991,2.304101502793727
61,1165,202,1121,1.1089060550619403,1.4794043300815825,1.0311218425400204,1.2361156663235358,1.0358694203758223,0.006841622828401168,13.900981559974033,0.710933539181574,1.306868057797955
62,1099,341,301,1.075681189593122,1.3819108015624109,1.0229330272751707,1.1921284053114685,1.0419092802533212,0.006404252791996894,12.805245150690771,0.767764368803453,1.286204947823215
63,1174,240,419,1.9289710773759017,3.282030562583242,1.1429086297353224,2.221820007565268,1.002504223555349,0.009659573030217222,13.460865403766636,0.30881333293445284,1.5000996684264578
64,922,921,833,1.214220693794208,1.4644404085006761,1.0783535792760903,1.4020362827481025,1.0000178355493399,0.005944213827849736,8.540188403367344,0.7516464302955044,1.5767688110778326
65,1121,1080,385,1.0992982341510409,1.411727016660813,1.0330822157525192,1.2462197498641048,1.018568565417123,0.006156217155128622,10.956703545002439,0.7690305601735542,1.3795597225640897
66,815,21,1183,1.9301662865446143,3.0204444352724398,1.1835130663269178,2.200412801662507,1.0128845135561015,0.006222662892042268,5.503342660951312,0.3329850888490637,1.730468963709577
67,35,99,342,2.0682367405084037,1.7208347653312563,1.3661429000791543,2.0990903404524537,1.1377281061881463,0.008834603761906923,11.315576227218893,0.5360760375095501,2.0679478720125837
68,1083,398,262,1.306761237992161,1.6127473168844644,1.109342192935422,1.5029231984474183,1.0039886978931858,0.0064736995573860204,9.22195247994167,0.6656830995246028,1.6599645360520447
69,106,94,1317,1.1540743462427414,1.4678763033780957,1.0541817855685633,1.3277875341936982,1.0036321584728591,0.004568985406597411,5.469672339830089,0.7461147635242511,1.485694051531504
70,94,292,1317,1.1538542925104982,1.532485471545356,1.0501210205960907,1.3229399846227117,1.00711762306667,0.004770091144055844,6.027612861981353,0.7048545708617817,1.4518369995399565
71,292,95,1317,1.0271772554484118,1.1990427585019767,1.0083056306864855,1.0816726179307332,1.0965259822756797,0.004811504742115508,8.505190202556777,0.8642100448958027,1.1480632585283574
72,940,1039,1033,1.5381151135554172,2.160530656264585,1.1510336901294447,1.756114888149966,1.0113588590907925,0.005538691329592211,5.608799864498044,0.4753513379182316,1.7208121348424432
73,1300,1306,433,1.3058883068028533,1.5362516552253394,1.1117517207458227,1.5005206260505566,1.004924494038657,0.0073377554584831955,11.852266707629278,0.7046210907595075,1.669835407269647
74,21,212,471,1.332834049015037,1.7154396924040247,1.1133991992991217,1.5324614767614024,1.0042824679810731,0.006847991392371929,10.08632870953707,0.6192875234614903,1.663178583531563
75,1120,1131,1037,1.4759430072775308,1.8715495126651718,1.1574867216339568,1.6739674748252429,1.0181035239638558,0.006299932775593721,7.6206503116198565,0.552498470794463,1.7596590443300486
76,833,921,688,1.7416737330602685,2.536134199298736,1.1810817668048845,1.9740618778601275,1.0187682664870297,0.0070202218890074945,7.869146953426713,0.3974158550139774,1.7630427951048357
77,1117,357,342,1.7657885621563871,2.015580216549563,1.2507753166609024,1.9156163313279784,1.0643869390967358,0.00934512899389301,14.176649435286556,0.48490332557082394,1.9204016943205873
78,106,271,94,1.258974795548633,1.4789999092971604,1.095092257618839,1.451476512503971,1.0015586623017696,0.0051707562227298965,6.156233621106885,0.7410735978833579,1.6265931092716628
79,386,227,1375,1.9052560779877907,3.215516875778948,1.1454559514342855,2.1993837499471174,1.0002802917206879,0.008684159199772884,10.941809652986544,0.316144914412365,1.547122448075823
80,1130,1044,1053,1.2193358905267986,1.4398013341551819,1.0806159678098042,1.4078340215855456,1.0000950308550878,0.006808322401105866,11.134993154047528,0.7676889705106125,1.5845820679776221
81,419,240,219,4.084190392823,3.249645874461648,1.7073758020067404,3.4619224831774447,1.3622537385954405,0.012298354158134328,12.737870617817894,0.22786133221326854,2.317285260262175
82,1255,1244,32,1.3346160019754096,1.7254544696704808,1.113371173469662,1.534648700727356,1.0041919139410633,0.006676578455174479,9.573417080535883,0.6152199295027949,1.6622000759481652
83,1557,1081,1489,1.2010794945345389,1.593150375572224,1.0668795652804952,1.3851405763672426,1.0012609280515408,0.006205787945531167,9.53505448354677,0.6775635809775996,1.5206046038520291
84,2062,2120,2109,1.7108919791945199,1.913543700479535,1.2404539758808115,1.864208973120741,1.0597352110034617,0.009465560173608323,15.003965326877786,0.5156876732024371,1.9081558390466784
85,2034,2110,430,1.1761713795529611,1.5599041298437504,1.0582545579591696,1.3534499274762624,1.0034547253096595,0.008550514524547631,18.71721526294491,0.6930128770455651,1.4877926087630096
86,23,315,1111,1.2271870472184114,1.7592932430693096,1.0547463327617306,1.3615842425204816,1.0407241064218087,0.005434547951347929,7.820980788589611,0.5777826659123143,1.2901241099016487
87,291,94,271,1.1957607913761314,1.6860524010056805,1.0546925969657928,1.365539819157743,1.0111353841197064,0.0051707562227298965,6.859278938736431,0.6268168412124467,1.4222498632694733
88,291,292,94,1.5361563634006807,1.715812702936463,1.1907258103616987,1.7135486218520264,1.0351620941670927,0.006868075834329438,8.74503636896152,0.5980322500525304,1.8321840853778057
89,50,386,95,1.3306670579078694,2.0005659120399324,1.072937048453996,1.4925984305019107,1.029427565224674,0.005642555882036082,7.478622368123423,0.5070144306268861,1.3311149416134072
90,964,734,665,1.0334391917801642,1.237716756848081,1.0105034118763998,1.1146641461909286,1.0705581544078604,0.006570164366208799,14.992436289207497,0.8551811446110467,1.2057078611224
91,1616,1585,1611,1.3459383538253573,1.6080830825205161,1.1247229412640736,1.5413025700310379,1.0083391619571016,0.0063373707783748925,8.536556279371288,0.6645634256907654,1.6994945786885907
92,445,1084,402,1.2632306482103215,1.8397705281540813,1.0693472632762306,1.450016559253695,1.0059561735876856,0.012659753205438082,37.99523284708594,0.5708265792217474,1.4619224572501566
93,574,1085,1141,1.7691470746932814,2.552957160746232,1.1889126057895616,1.9982570479290833,1.0223084571314414,0.012285593007934133,23.73363242488905,0.39320957771842185,1.7800878887448934
94,1654,341,1653,1.2124785869614345,1.4846529129621178,1.0771988179641627,1.4000486665412444,1.0000007218295064,0.007302980224682248,12.922687961870981,0.7390115147296776,1.5719978500549272
95,220,1188,1640,1.1306394669156343,1.5000201398009576,1.0416492140082778,1.2884429388018115,1.0132773146899388,0.006803309131261053,12.769483904586378,0.7180564754821501,1.4087342756483392
96,342,69,12,1.334025441336605,2.004408751363764,1.0812245169368202,1.5336454516533147,1.0044041754646749,0.009352307869424528,19.35960709616878,0.5198069854799142,1.4771152506627272
97,417,261,328,1.0128630692352323,1.1223678223024847,1.0044621022376305,1.0808359293016296,1.0820823953419816,0.006010384084906719,13.157177986394602,0.9673554425784477,1.1787890227842142
98,292,50,95,1.3399134958543326,1.7804048644639403,1.11101116366614,1.5423567685264794,1.00313939460503,0.007144387793940081,10.918911717469786,0.5942798456847376,1.6499316966660147
99,204,227,386,1.381929566411283,2.053036394175058,1.098198254697851,1.5956147427711775,1.0000627166216596,0.008317711489189803,14.428375852606028,0.5087121512172565,1.5595969210943552
100,50,204,386,1.6257692808155917,2.6525546058379597,1.1133071553362648,1.8610113267136248,1.008740052728916,0.007481476867878435,9.958208585070626,0.38302573283877467,1.4390627562142204
101,1276,1471,1311,1.1493882410373661,1.527206817310069,1.0484429481197157,1.3164769372285465,1.008144680093412,0.005415697765920841,7.8282545523936164,0.7069269214386538,1.4435974137027232
102,1206,1196,136,1.0999984259162312,1.3891448658152499,1.034584829583981,1.250976796580252,1.0153415939400425,0.009037336087658797,23.413642328201956,0.788065400207285,1.3967389181817023
103,1033,1055,1042,1.0145026420758265,1.149900408806488,1.0047294792627601,1.0742531380904314,1.0904755177857501,0.005922421874765425,12.949414133025067,0.9231192319098407,1.1605713791441419
104,1037,1044,1130,1.041758659485408,1.2676271242173187,1.0134015771236098,1.1386075148763823,1.0564828259539882,0.00483352145034032,7.816735485125996,0.843086659384186,1.2423260106750798
105,1180,320,417,1.035190096043037,1.2329761614482693,1.0118733829536222,1.1335154774310876,1.0545374853943574,0.006111708802732671,12.549458839160563,0.8774331366823812,1.247782401812869
106,1121,202,1080,1.0316527866653793,1.2286579084593745,1.0102815342638514,1.1187352407074158,1.0648185422582193,0.005682026085693379,11.114850179249402,0.870035789228802,1.2200808800013403
107,325,203,271,1.1306511587631756,1.3678951453970518,1.0476324924093892,1.298522112920729,1.005422617568211,0.006976521333737901,13.144966691445537,0.814099035879463,1.4668903458467393
108,291,76,292,1.1005422012215913,1.4185935873485858,1.0332309267065918,1.2472778463863197,1.018856124111783,0.006868075834329438,13.6274222730886,0.7640860532231031,1.3781073537426942
109,292,237,50,2.2112399610563416,1.8913235966260853,1.4047168961012642,2.19672368911549,1.1623309686916363,0.007144387793940081,7.025656374314958,0.4722462916359032,2.1056560296706093
110,2159,1696,1767,1.1634245230115718,1.5819981043793792,1.0502897692987643,1.331351504235776,1.0090550232684266,0.006690446875254297,11.803601228537948,0.6769770408539225,1.4367275441944836
111,583,929,850,1.3648876602243847,1.9352558647014972,1.1056627303005002,1.5746912790188987,1.0008542862256997,0.005855121744985334,7.201383103976697,0.5425091403516739,1.6121165034141982
112,1584,1585,1616,1.2103112276484391,1.6411365830978193,1.067067407075605,1.3951095134949678,1.001747183754078,0.007357044842740862,13.309326428394892,0.6538804998325435,1.5117261369328812
113,1495,1490,1188,1.3222453508783896,1.6222133699115078,1.1149500444839735,1.5186325951001498,1.0053764310439095,0.00757134415263895,12.438208818601456,0.6600358682383134,1.6742608395653489
114,1557,1489,1660,1.253657204470704,1.6956069363176975,1.081661904845726,1.4475535941076059,1.0000311248149474,0.00852953664451357,16.97968013736636,0.6307380573993575,1.5629065856490967
115,1078,1069,1494,1.0848058672294203,1.393091100155556,1.0272749169642494,1.2186773136349334,1.027856927270264,0.006309643246602775,11.9442300920847,0.7731226184686115,1.3374499660866208
116,1972,1992,1971,1.1199135595536593,1.4468646047326084,1.0404359804728553,1.2781648702830943,1.0117355125465288,0.004618447673039072,5.929910040383495,0.7520437999222301,1.4183372719179204
117,183,1226,2000,1.216001029725104,1.7452571185344374,1.053001290954067,1.3596890552928464,1.032675109229946,0.00819539466289452,17.702159295778735,0.588184625244306,1.318568206817066
118,325,429,203,1.4149796968199027,1.8896696999725426,1.1316186221803541,1.6210427526856164,1.0079177831718331,0.005318534616809417,5.679444097269204,0.5527572843025912,1.6962227274635011
119,292,76,237,1.033181579831341,1.2222541881933082,1.0113037336094302,1.1305811149041476,1.055223115570899,0.005423117783821407,9.918598899987616,0.8872588768125653,1.2458469268361523
120,1152,227,1143,1.0821846952473029,1.3973824353161697,1.0253695851310296,1.2075756131890159,1.0348000047200798,0.0057840920600125325,10.2169988767607,0.7636430807691705,1.3107198269951583
121,1488,1412,1489,1.1210934383412066,1.3817079967300536,1.04361868924977,1.2847021962526515,1.007647687224358,0.006222209409638983,10.632733773016962,0.8012824289305175,1.4475140172110337
122,1638,1646,1653,1.5230613185048574,2.43515684066051,1.102793517022057,1.7459714005520703,1.007278655255225,0.007430088269226681,10.553524993923974,0.4199160282715389,1.450506853231809
123,1947,1869,2468,1.356223880295087,1.9712318078680522,1.097340650266435,1.5660260610609626,1.0000040763552605,0.007669886725121814,12.509228136055194,0.5320429317471831,1.5736516171175225
124,203,306,291,1.1885965141482042,1.6130077258389235,1.0595358539117419,1.366984560219726,1.00401502309728,0.005578104911123497,7.881803365975906,0.6655357486832718,1.4813353264940503
125,306,76,291,1.1674097867107283,1.415803287487247,1.061157311118814,1.3462115609665555,1.0013349671846816,0.007897499271117405,15.975585364931922,0.7829466322656916,1.5191536359271287
126,237,248,50,1.8104752234050743,1.910715894661152,1.2750739712409354,1.9358067840456066,1.079940793894275,0.007217641306784382,8.328838570180341,0.5059320146091804,1.9579785084388355
127,204,1143,227,1.0487172684953896,1.2939652549430922,1.0147553262982338,1.1378160099893024,1.0642796233378977,0.005242395944947311,9.257064735875693,0.812694119826703,1.2214676395080988
128,2395,14,429,1.3898217689422334,1.6226781244667103,1.140752108633342,1.5829771204725156,1.013803626150808,0.004714787804037426,4.56040612755633,0.653380739619667,1.736003414170469
129,1502,881,2500,3.03217274265463,3.91542460504715,1.3785867928959443,3.122020078491187,1.1214698850028797,0.005187016010318454,2.5617944649441418,0.22975293702934482,2.0405343675292387
130,1,1090,202,1.0848186899644034,1.4099050195588825,1.0252562874237527,1.2044863753086716,1.0399791571114774,0.006092001537171507,11.420933590901477,0.7504962539377005,1.2926196724537273
131,1652,1653,1099,1.4700173395129772,1.8079668744915296,1.1604596361575492,1.6638904193030732,1.0201572132817764,0.006624773195710177,8.473165101494201,0.5730277867448311,1.7699161028229515
132,2117,1863,2496,1.217415421078671,1.7463709547235267,1.0577750313669834,1.3885450719775734,1.01239078984211,0.008948529361599032,20.16923949924672,0.6011699669407836,1.414180968990618
133,50,248,204,1.9688029699912526,1.9105604394141291,1.32756827685187,2.0439967198703863,1.1122218677316316,0.007481476867878435,8.383402916399834,0.4899655835694838,2.0238807905601828
134,160,792,994,1.1430772298449448,1.459349577136125,1.049922455503371,1.3128292991657462,1.005394908195434,0.006391582923110678,10.888783111129218,0.7498921232018858,1.4671549727308708
135,884,888,857,1.5263872746545817,1.6229725413674332,1.1901333076747957,1.702350673100809,1.0353449707330145,0.006293427143512507,7.39615757013607,0.6374136041622374,1.8328435646433348
136,544,2117,2496,1.0315746215341082,1.2212754804552137,1.0106060979162081,1.124758050495838,1.0590364481842978,0.006257902690087164,13.332720937250546,0.8838257597562202,1.2353229263419567
137,1090,1206,202,1.0250672758823014,1.1823980335350581,1.0086939725163142,1.114384124171946,1.0621523670895487,0.007203170637844141,17.91559270944359,0.9210711097617974,1.2270078921224918
138,2463,879,2492,1.3842049436689035,2.1191506144649503,1.0884903550146792,1.5920868646110817,1.0039290124236726,0.007187669876907257,10.93652123017405,0.48933652856358595,1.4822955796196406
139,429,306,203,1.4033935655818766,1.7061541848730901,1.1418542441148698,1.5987488108265544,1.0136046980998665,0.004802024445856138,4.678619629474804,0.6165779470342395,1.734822104807262
140,498,188,418,1.0225412542809944,1.1850409676988176,1.0069965547192106,1.0797360808388763,1.0935347607499784,0.006035119806764403,13.385977209262482,0.8814694542685618,1.154185519187859
141,865,884,857,1.0271598147487255,1.1720266562844166,1.0095832552582553,1.1217795707234688,1.057303967772349,0.007376064371580552,18.56055200707532,0.9390200873605281,1.2400548216906675
142,994,998,1014,1.1757836359511975,1.4890152044075133,1.0622882431496556,1.3557424299088603,1.0014276808771354,0.00700185893991731,12.457131197976835,0.7350542146296277,1.5173924995288723
143,884,897,888,1.2436497231232178,1.5497543191629102,1.0872178950399531,1.4354342962659075,1.0004240588240523,0.006009507646862592,8.459667554123946,0.7010102671741458,1.599913642033569
144,1795,948,1802,1.010328879780491,1.1243105608428503,1.0034265632674855,1.0645305919185117,1.095907727104514,0.00486241121820234,8.863901345321219,0.9468782396897139,1.1493190810256715
145,208,1035,1071,1.0509492573254724,1.299924854987142,1.0152344476955113,1.137466439289142,1.0668725083452946,0.008399767888590731,23.8195445554264,0.805325751891403,1.2148556945944489
146,1065,1,1066,1.0449190683863112,1.2745473476731388,1.0134143879332271,1.1211240985692026,1.0762132509400726,0.007257124910906523,18.229639205182792,0.8169044628522393,1.1921986592237914
147,377,435,1377,1.08978943094385,1.4068970462985486,1.0250045969833015,1.179434030988731,1.0669358434366774,0.0063368548184332,12.950234947333051,0.7290909304491592,1.2146960580875965
148,304,429,14,1.0205116839046589,1.1810293685757185,1.00663429766157,1.0897389663431734,1.0813464758274385,0.0034589163843608546,4.309650859376455,0.8995109955886409,1.1804385481091944
149,304,306,429,1.1751605914042786,1.639626770053477,1.0444800648549137,1.3008248648644822,1.0431523906317444,0.004802024445856138,6.469471458628083,0.6244673075881338,1.2821592171145382
150,73,60,74,1.3150576035371129,1.495521915364797,1.1156499618411664,1.509412688279266,1.0060189202034093,0.0036465776330828334,2.9029023057873355,0.7270417879523966,1.6802393252239767
151,248,592,204,1.2206737587245737,1.7006630882275555,1.0659628673800878,1.4050289534224978,1.0031911747806126,0.006659549361616005,10.855187586364432,0.6262808076664174,1.4910127257778385
152,846,2264,829,1.2687464535797655,1.8427084902518052,1.0719577245240905,1.4588213331497182,1.004250609532982,0.009678872426192007,21.983820376394753,0.5708916068337794,1.4787571227254563
153,897,912,906,1.033542867325606,1.2277911494902147,1.0101536369712047,1.0964227747810145,1.0884783979220731,0.0054962399775118995,10.848682601942608,0.8454435554955365,1.1648109270228613
154,1004,991,992,1.211140265912334,1.4669355246251468,1.077115501711231,1.3985019283386524,1.0000017080871046,0.010073554194731873,24.616831102095325,0.7500728403861917,1.5726446150155948
155,1422,1421,1233,1.1863796360111767,1.557087055058424,1.0629898635601016,1.3673995590393075,1.0018382669267092,0.007755026358672162,15.147149420313092,0.6958609204947892,1.5102082864579214
156,980,10,303,1.1993833182601001,1.6797901473330223,1.0576207791469068,1.3744298422487438,1.0076386009285927,0.00646233068725209,10.578446552993356,0.632049503818568,1.4475868120938433
